2018139440023,4.31818181818,5.0,50.0,Q3-7:Q7-6
2018139440350,2.95454545455,4.26136363636,57.3863636364,Q35-1:Q14-1
2018139440295,4.54545454545,5.39772727273,46.0227272727,Q19-14:Q22-12
2017139440190,2.5,3.46590909091,65.3409090909,Q40-3:Q14-6
2018139440040,2.04545454545,3.23863636364,67.6136363636,Q38-4:Q43-5
2017139440076,2.95454545455,3.86363636364,61.3636363636,Q22-2:Q28-2
2018139440082,3.18181818182,4.26136363636,57.3863636364,Q10-10:Q11-22
2018139440368,3.18181818182,3.92045454545,60.7954545455,Q13-2:Q17-1
2018139440155,2.5,3.57954545455,64.2045454545,Q21-1:Q42-2
2017139440319,2.72727272727,3.63636363636,63.6363636364,Q3-0:Q4-0
2018139440376,3.63636363636,4.43181818182,55.6818181818,Q1-1:Q29-1
2018139440333,2.5,3.63636363636,63.6363636364,Q3-7:Q16-4
2018139440180,2.5,3.63636363636,63.6363636364,Q30-1:Q14-1
2018139440244,3.18181818182,3.80681818182,61.9318181818,Q26-3:Q6-2
2018139440104,5.68181818182,6.02272727273,39.7727272727,Q37-1:Q31-1
2017139440360,2.5,3.75,62.5,Q5-4:Q29-3
2018139440228,5.22727272727,6.07954545455,39.2045454545,Q2-3:Q43-2
2018139440058,2.5,3.80681818182,61.9318181818,Q33-1:Q37-4
2018139440066,3.86363636364,4.71590909091,52.8409090909,Q3-4:Q14-1
2018139440031,5.45454545455,6.19318181818,38.0681818182,Q39-2:Q8-2
2018139440236,3.40909090909,4.20454545455,57.9545454545,Q13-142:Q22-5
2018139440171,3.40909090909,4.43181818182,55.6818181818,Q36-3:Q27-2
2018139440090,4.09090909091,4.82954545455,51.7045454545,Q3-0:Q10-1
2018139440252,4.54545454545,5.22727272727,47.7272727273,Q5-0:Q2-0
2017139440351,3.40909090909,4.20454545455,57.9545454545,Q3-0:Q36-8
2018139440260,3.63636363636,4.43181818182,55.6818181818,Q37-2:Q19-3
2018139440112,3.18181818182,4.54545454545,54.5454545455,Q44-3:Q5-2
2017139440211,2.5,3.52272727273,64.7727272727,Q3-0:Q20-2
2018139440163,3.18181818182,4.14772727273,58.5227272727,Q5-0:Q44-1
2017139440297,2.27272727273,3.69318181818,63.0681818182,Q5-2:Q19-8
2018139440074,4.31818181818,5.05681818182,49.4318181818,Q3-11:Q2-15
